,Company,TypeName,Inches,CpuS,Ram,Memorytype,Memory,Gpu,Weight,Cpu,Price
783,MSI,Gaming,17.3,2.8,16,SSD,512,Nvidia GeForce GTX 1070,2.9,i7,2415.0
784,Samsung,Ultrabook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,0.81,i5,1499.0
785,Dell,Notebook,15.6,2.7,8,HDD,1000,Nvidia GeForce GT 940MX,1.98,i7,961.0
786,Dell,Notebook,15.6,2.5,8,SSD,256,AMD Radeon R5 M420,2.18,i5,789.81
787,Lenovo,Ultrabook,14.0,2.7,8,SSD,256,Intel HD Graphics 620,1.32,i7,1859.0
788,Razer,Ultrabook,12.5,2.5,16,SSD,512,Intel HD Graphics 620,1.29,i7,1799.0
789,HP,Netbook,11.6,1.6,4,Flash Storage,16,Intel HD Graphics 400,1.23,Dual Core,385.0
790,Dell,Notebook,14.0,2.3,4,HDD,500,Intel HD Graphics 520,1.76,i5,755.0
791,Lenovo,Notebook,15.6,2.0,4,HDD,500,Intel HD Graphics 520,2.1,i3,489.9
792,Toshiba,Ultrabook,14.0,2.5,4,SSD,128,Intel HD Graphics 620,1.25,i5,1090.0
793,Lenovo,Ultrabook,14.0,2.7,8,SSD,512,Intel HD Graphics 620,1.13,i7,2499.0
794,MSI,Gaming,15.6,2.5,8,SSD,256,Nvidia GeForce GTX 1050,2.4,i5,1199.0
795,Lenovo,Ultrabook,14.0,2.5,8,Flash Storage,256,Intel HD Graphics 620,1.13,i5,1875.0
796,Toshiba,Notebook,14.0,2.1,4,SSD,128,Intel HD Graphics 510,1.75,Dual Core,499.0
797,Asus,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.1,i5,1358.0
798,Dell,Notebook,14.0,2.0,4,HDD,500,Intel HD Graphics 520,1.76,i3,585.0
799,Acer,Netbook,11.6,1.6,4,Flash Storage,32,Intel HD Graphics 400,1.35,Dual Core,355.0
800,Acer,Notebook,14.0,2.4,8,SSD,128,Intel HD Graphics 620,1.5,i3,619.0
801,Razer,Gaming,17.3,2.9,32,SSD,512,Nvidia GeForce GTX 1080,3.49,i7,2821.2
802,Lenovo,Ultrabook,14.0,2.6,16,SSD,512,Intel HD Graphics 520,1.1,i7,2099.0
803,Asus,Notebook,15.6,2.5,4,HDD,1000,Nvidia GeForce 920,2.1,i5,519.0
804,Lenovo,Notebook,14.0,2.3,8,SSD,256,Intel HD Graphics 520,1.7,i5,1186.0
805,Lenovo,Notebook,14.0,2.6,8,SSD,256,Intel HD Graphics 620,1.32,i5,1650.0
806,Asus,Gaming,17.3,2.8,16,SSD,256,Nvidia GeForce GTX 1070,2.9,i7,2419.0
807,Toshiba,Notebook,15.6,2.4,4,HDD,500,Intel HD Graphics 620,2.0,i3,669.0
808,Lenovo,Notebook,14.0,1.6,4,Flash Storage,16,Intel HD Graphics 400,1.5,Quad Core,325.0
809,Asus,Notebook,15.6,2.5,8,HDD,128,Intel HD Graphics 620,2.3,i5,590.0
810,Asus,Gaming,17.3,2.6,16,SSD,512,Nvidia GeForce GTX 1060,2.73,i7,1799.0
811,HP,Notebook,17.3,2.5,8,HDD,1000,Nvidia GeForce 930MX,2.63,i5,910.0
812,Dell,Notebook,15.6,2.5,8,SSD,128,Intel HD Graphics 620,2.18,i5,713.99
813,HP,Ultrabook,14.0,2.5,8,SSD,512,Intel HD Graphics 520,1.54,i7,1870.0
814,Dell,Notebook,15.6,2.7,4,SSD,256,AMD Radeon R5 M420,2.18,i7,739.0
815,HP,2 in 1 Convertible,11.6,1.1,4,Flash Storage,32,Intel HD Graphics 500,1.4,Dual Core,615.0
816,Asus,Ultrabook,13.3,2.3,8,SSD,512,Nvidia GeForce 940M,1.45,i5,1026.0
817,HP,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.28,i5,2277.0
818,HP,Ultrabook,14.0,2.5,8,SSD,512,Intel HD Graphics 520,1.54,i7,1468.0
819,HP,Notebook,15.6,1.6,4,SSD,128,Intel HD Graphics 400,1.86,Dual Core,299.0
820,Asus,Gaming,15.6,2.8,16,SSD,128,Nvidia GeForce GTX 1060,2.1,i7,1899.0
821,Dell,Notebook,17.3,2.7,8,HDD,1000,AMD Radeon R7 M445,2.83,i7,865.0
822,Lenovo,Ultrabook,14.0,2.8,8,SSD,256,Nvidia GeForce GT 940MX,1.96,i7,1903.0
823,Asus,Notebook,15.6,2.7,8,SSD,256,Nvidia GeForce GTX 930MX,2.3,i7,787.0
824,Dell,Notebook,15.6,2.5,8,SSD,128,Intel HD Graphics 620,1.9,i5,945.0
825,Asus,Notebook,15.6,1.1,4,HDD,1000,Intel HD Graphics 505,2,Quad Core,449.0
826,Dell,Notebook,13.3,2.3,8,HDD,1000,Intel HD Graphics 520,1.62,i5,649.0
827,Lenovo,Notebook,15.6,2.0,4,HDD,1000,Intel HD Graphics 520,2.2,i3,469.0
828,Lenovo,Notebook,15.6,2.5,8,HDD,1000,Intel HD Graphics 620,2.3,i5,850.66
829,HP,Notebook,15.6,2.6,8,SSD,256,AMD Radeon R7 M465,1.84,i5,1349.0
830,Toshiba,Notebook,13.3,2.5,4,SSD,128,Intel HD Graphics 620,1.05,i5,1285.0
831,Lenovo,Gaming,15.6,2.5,8,HDD,1000,Nvidia GeForce GTX 1050,2.5,i5,1017.0
832,HP,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,2.07,i5,910.0
833,Toshiba,Ultrabook,13.3,2.3,8,SSD,256,Intel HD Graphics 520,1.2,i5,1095.0
834,Lenovo,2 in 1 Convertible,13.3,2.7,8,SSD,256,Intel HD Graphics 620,1.37,i7,1950.0
835,Acer,Notebook,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.56,i5,902.0
836,Dell,Workstation,15.6,2.8,8,HDD,1000,Nvidia Quadro M620,2.23,i7,1778.0
837,Lenovo,Notebook,15.6,2.5,4,HDD,500,Intel HD Graphics 620,2.38,i5,1055.0
838,Lenovo,Notebook,15.6,2.0,4,HDD,1000,AMD Radeon R5 M430,2.2,i3,479.0
839,Toshiba,Notebook,15.6,2.7,8,SSD,256,Intel HD Graphics 620,2.0,i7,1388.0
840,Lenovo,Notebook,13.3,2.4,4,SSD,180,Intel HD Graphics 620,1.44,i3,735.0
841,Samsung,Ultrabook,15.0,2.7,16,SSD,256,Nvidia GeForce 940MX,1.23,i7,1849.0
842,Dell,Ultrabook,12.5,2.8,8,SSD,256,Intel HD Graphics 620,1.6,i7,1690.0
843,Asus,Notebook,15.6,1.1,4,HDD,1000,Intel HD Graphics 505,2,Quad Core,398.99
844,Xiaomi,Ultrabook,13.3,2.3,8,SSD,256,Nvidia GeForce 940MX,1.28,i5,935.0
845,Dell,Notebook,15.6,2.5,4,SSD,128,Nvidia GeForce 940MX,2.18,i5,912.5
846,HP,Notebook,15.6,2.5,4,SSD,256,Intel HD Graphics 620,2.04,i5,839.0
847,HP,2 in 1 Convertible,13.3,2.5,4,SSD,256,Intel HD Graphics 620,1.28,i5,1700.0
848,HP,2 in 1 Convertible,15.6,2.5,4,HDD,500,Intel HD Graphics 620,2.3,i5,684.8
849,Asus,Notebook,14.1,1.1,4,Flash Storage,32,Intel HD Graphics 500,1.65,Dual Core,348.0
850,Lenovo,Notebook,15.6,2.5,8,HDD,1000,Nvidia GeForce 940MX,2.2,i7,669.0
851,Dell,Notebook,15.6,1.6,4,HDD,500,Intel HD Graphics,2.2,Quad Core,369.0
852,HP,2 in 1 Convertible,13.3,2.5,4,SSD,256,Intel HD Graphics 620,1.28,i5,1799.0
853,Dell,Notebook,15.6,2.0,4,HDD,1000,AMD Radeon R5 M420X,2.18,i3,455.7
854,Asus,Gaming,17.3,2.5,12,SSD,128,Nvidia GeForce GTX 1050,2.2,i5,1369.9
855,Acer,Netbook,11.6,1.6,4,Flash Storage,32,Intel HD Graphics 400,1.25,Dual Core,297.0
856,Lenovo,Notebook,17.3,2.2,4,HDD,500,AMD Radeon R3,2.8,i7210,379.0
857,HP,Notebook,14.0,2.5,4,SSD,128,Intel HD Graphics 620,1.95,i5,1265.0
858,HP,2 in 1 Convertible,13.3,2.7,16,SSD,256,Intel HD Graphics 620,1.42,i7,1399.0
859,Samsung,Ultrabook,15.0,2.7,8,SSD,256,Intel HD Graphics 620,1.17,i7,1699.0
860,Lenovo,Ultrabook,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.32,i5,1799.0
861,MSI,Gaming,17.3,2.6,16,SSD,512,Nvidia GeForce GTX 1060,2.43,i7,2649.0
862,Toshiba,Notebook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.05,i5,1475.0
863,Dell,Gaming,15.6,2.8,8,HDD,1000,Nvidia GeForce GTX 1050Ti,2.62,i7,929.0
864,HP,Notebook,15.6,2.7,8,HDD,1000,Nvidia GeForce 930MX,2.04,i7,900.0
865,Dell,Notebook,15.6,2.0,4,HDD,1000,AMD Radeon R5 M420X,2.18,i3,614.0
866,Dell,Notebook,15.6,2.6,8,HDD,500,Intel HD Graphics 620,1.9,i5,935.0
867,Asus,Gaming,17.3,2.7,32,SSD,256,Nvidia GeForce GTX 980M,3.58,i7,1279.0
868,Dell,2 in 1 Convertible,13.3,1.3,16,SSD,256,Intel HD Graphics 615,1.22,i7,1649.0
869,Lenovo,Ultrabook,14.0,2.7,8,Flash Storage,256,Intel HD Graphics 620,1.13,i7,2049.0
870,Lenovo,Notebook,15.6,2.5,8,SSD,512,Intel HD Graphics 620,1.95,i5,1962.99
871,LG,Ultrabook,15.6,2.7,16,SSD,512,Intel HD Graphics 620,1.08,i7,2099.0
872,HP,Netbook,12.5,2.7,8,SSD,512,Intel HD Graphics 620,1.26,i7,1483.0
873,Acer,Notebook,15.6,1.5,4,Flash Storage,16,Intel HD Graphics,2.20,Dual Core,359.0
874,Lenovo,Notebook,15.6,2.3,8,SSD,128,Nvidia GeForce GTX 960M,2.6,i5,789.0
875,LG,Ultrabook,14.0,2.7,8,SSD,512,Intel HD Graphics 620,0.98,i7,1899.0
876,Dell,Notebook,14.0,2.8,8,SSD,256,Intel HD Graphics 620,1.6,i5,1205.0
877,Lenovo,Notebook,15.6,2.7,6,SSD,256,Nvidia GeForce 940MX,2.2,i7,789.0
878,HP,Notebook,15.6,2.7,8,SSD,256,Nvidia GeForce 930MX,2.04,i7,1018.99
879,Acer,Notebook,15.6,2.4,4,HDD,1000,Intel HD Graphics 620,2.4,i3,499.0
880,Lenovo,Notebook,13.3,2.5,4,SSD,128,Intel HD Graphics 620,1.44,i5,881.0
881,HP,Notebook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.49,i5,960.0
882,MSI,Gaming,17.3,2.8,16,SSD,256,Nvidia GeForce GTX 1050Ti,2.7,i7,1599.0
883,Dell,Gaming,15.6,2.8,16,SSD,128,Nvidia GeForce GTX 1050Ti,2.6,i7,1349.0
884,MSI,Gaming,15.6,2.5,8,SSD,128,Nvidia GeForce GTX 1050,2.2,i5,1119.91
885,Dell,Notebook,15.6,2.5,4,HDD,1000,AMD Radeon R5 M420,2.18,i5,684.99
886,HP,Ultrabook,15.6,2.5,8,SSD,256,AMD Radeon R7 M365X,1.84,i7,1296.99
887,HP,Ultrabook,13.3,2.7,8,SSD,256,Intel HD Graphics 620,1.39,i7,1149.0
888,Toshiba,Notebook,15.6,2.6,16,SSD,256,Nvidia GeForce 930M,2.4,i7,1975.0
889,Lenovo,2 in 1 Convertible,13.3,2.5,8,SSD,512,Intel HD Graphics 620,1.37,i5,1825.0
890,Dell,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,1.95,i5,729.9
891,Lenovo,Ultrabook,12.5,2.7,8,SSD,256,Intel HD Graphics 620,1.36,i7,1650.0
892,HP,Notebook,15.6,2.3,8,SSD,256,Intel HD Graphics 520,2.31,i5,1165.0
893,Dell,Notebook,15.6,2.5,4,HDD,1000,Intel HD Graphics 620,2.18,i5,708.06
894,HP,Notebook,14.0,2.3,4,HDD,500,Intel HD Graphics 520,1.95,i5,1149.0
895,Lenovo,Notebook,15.6,1.1,4,HDD,1000,Intel HD Graphics 505,2.2,Quad Core,309.0
896,HP,Ultrabook,12.5,2.3,4,HDD,500,Intel HD Graphics 520,1.26,i5,1579.0
897,HP,Notebook,15.6,1.6,4,HDD,1000,Intel HD Graphics 400,1.86,Dual Core,288.9
898,Lenovo,2 in 1 Convertible,13.3,2.2,16,SSD,1000,Intel Iris Graphics 540,1.3,i7,1799.0
899,Toshiba,Notebook,14.0,2.3,4,SSD,128,Intel HD Graphics 520,1.47,i5,1105.0
900,HP,Netbook,12.5,2.3,8,SSD,256,Intel HD Graphics 520,1.26,i5,1669.0
901,Dell,Notebook,15.6,2.0,4,HDD,1000,Intel HD Graphics 520,2.18,i3,558.6
902,MSI,Gaming,15.6,2.8,8,SSD,128,Nvidia GeForce GTX 1050,2.2,i7,1199.0
903,Dell,Ultrabook,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.36,i5,1639.0
904,HP,Gaming,17.3,2.3,8,SSD,128,Nvidia GeForce GTX 965M,2.75,i5,1399.0
905,Asus,Notebook,17.3,1.6,4,HDD,1000,Nvidia GeForce 920MX,2.8,Quad Core,530.0
906,Acer,Notebook,15.6,2.5,4,HDD,500,Intel HD Graphics 620,2.23,i5,619.0
907,Toshiba,Notebook,15.6,2.3,8,SSD,256,Intel HD Graphics 520,2.2,i5,1119.0
908,Lenovo,2 in 1 Convertible,11.3,1.2,8,SSD,256,Intel HD Graphics 515,1.1,M,1299.0
909,Lenovo,Gaming,15.6,2.1,16,SSD,512,AMD Radeon R9 M385,2.5,8800P,999.0
910,Dell,Ultrabook,12.5,2.5,8,SSD,256,Intel HD Graphics,1.36,i5,1472.2
911,Lenovo,Notebook,15.6,2.7,8,HDD,1000,Nvidia GeForce 920MX,2.2,i7,685.0
912,Dell,Notebook,17.3,2.0,4,HDD,1000,AMD Radeon R7 M445,2.36,i3,659.0
913,Acer,Notebook,14.0,1.6,4,Flash Storage,32,Intel HD Graphics 400,1.68,Dual Core,349.0
914,HP,Workstation,15.6,2.7,8,SSD,8,Nvidia Quadro M1000M,2.0,i7,2249.0
915,Dell,Ultrabook,14.0,2.8,8,SSD,256,Intel HD Graphics 620,1.36,i7,1775.0
916,Toshiba,Notebook,13.3,2.3,8,SSD,256,Intel HD Graphics 520,1.2,i5,1460.0
917,Asus,2 in 1 Convertible,12.5,1.2,8,Flash Storage,64,Intel HD Graphics 515,1.2,M,1159.0
918,Lenovo,Ultrabook,14.0,2.6,8,SSD,256,Intel HD Graphics 520,1.7,i7,1488.99
919,Dell,2 in 1 Convertible,13.3,1.2,8,SSD,256,Intel HD Graphics 615,1.24,i5,1899.0
920,HP,2 in 1 Convertible,11.6,1.1,4,SSD,256,Intel HD Graphics 505,1.45,Quad Core,775.0
921,Dell,Ultrabook,13.3,2.5,8,SSD,256,Intel HD Graphics 520,1.3,i7,1268.0
922,Acer,2 in 1 Convertible,11.6,1.6,4,Flash Storage,32,Intel HD Graphics 400,1.25,Dual Core,389.0
923,Toshiba,Notebook,13.3,2.4,8,SSD,256,Intel HD Graphics 520,1.2,i5,1535.0
924,Lenovo,Ultrabook,12.5,2.6,8,SSD,256,Intel HD Graphics 620,1.36,i5,1760.0
925,Acer,Notebook,15.6,2.5,12,SSD,128,Nvidia GeForce GTX 950M,2.4,i5,1009.0
926,Toshiba,Ultrabook,12.5,2.7,8,SSD,512,Intel HD Graphics 620,1.1,i7,1790.0
927,HP,Notebook,15.6,2.5,8,HDD,1000,Nvidia GeForce 930MX,2.04,i5,846.5
928,Dell,Notebook,15.6,2.0,4,HDD,1000,AMD Radeon R5 M430,2.25,i3,465.62
929,Dell,Notebook,15.6,2.5,4,HDD,500,Intel HD Graphics 620,1.9,i5,825.0
930,HP,Notebook,15.6,2.4,4,HDD,500,Intel HD Graphics 620,2.04,i3,685.0
931,Lenovo,Notebook,15.6,2.5,6,SSD,256,Nvidia GeForce 920MX,2.4,i5,695.0
932,Dell,2 in 1 Convertible,13.3,1.3,16,SSD,512,Intel HD Graphics 615,1.22,i7,1899.0
933,Dell,Ultrabook,14.0,2.6,8,SSD,256,Intel HD Graphics 520,1.5,i7,1962.98
934,Toshiba,Notebook,14.0,2.3,8,SSD,256,Intel HD Graphics 520,1.95,i5,1180.0
935,Asus,Gaming,17.3,2.8,16,SSD,256,Nvidia GeForce GTX 1060,2.73,i7,2049.9
936,HP,Notebook,15.6,2.7,8,SSD,128,Nvidia GeForce 930MX,2.04,i5,979.0
937,Lenovo,Notebook,14.0,2.3,4,Hybrid,508,Intel HD Graphics 520,1.70,i5,1002.0
938,Asus,2 in 1 Convertible,15.6,2.7,16,SSD,512,Nvidia GeForce GTX 950M,2.3,i7,1799.0
939,HP,Notebook,15.6,2.7,6,HDD,1000,Intel HD Graphics 620,2.04,i7,579.0
940,Asus,Gaming,17.3,2.8,16,SSD,256,Nvidia GeForce GTX 1050Ti,2.99,i7,1749.0
941,Dell,2 in 1 Convertible,15.6,2.7,12,SSD,512,Intel HD Graphics 620,2.19,i7,1299.0
942,Toshiba,Notebook,13.3,2.3,4,SSD,128,Intel HD Graphics 520,1.2,i5,1195.0
943,Lenovo,Notebook,15.6,3.6,6,SSD,256,AMD Radeon 530,2.2,9i720P,549.0
944,Fujitsu,Notebook,15.6,2.3,4,SSD,256,Intel HD Graphics 520,2.3,i5,649.0
945,Toshiba,Notebook,14.0,2.3,4,HDD,500,Intel HD Graphics 520,1.75,i5,915.0
946,Dell,Notebook,15.6,2.5,4,HDD,500,AMD Radeon R5 M430,2.25,i5,599.0
947,HP,Notebook,15.6,2.5,8,HDD,1000,Intel HD Graphics 620,2.04,i5,806.0
948,Lenovo,Gaming,15.6,2.8,8,SSD,128,Nvidia GeForce GTX 1060,2.5,i7,1189.0
949,Dell,Notebook,15.6,2.7,8,HDD,1000,AMD Radeon R7 M445,2.36,i7,749.0
950,Dell,Notebook,14.0,2.5,8,SSD,128,Intel HD Graphics 620,1.6,i5,1119.0
951,HP,Netbook,12.5,1.2,8,SSD,512,Intel HD Graphics 515,0.97,M,1908.0
952,HP,Notebook,15.6,2.0,4,SSD,128,AMD Radeon 520,2.1,i3,499.0
953,Lenovo,Notebook,15.6,1.1,4,SSD,128,Intel HD Graphics 500,1.9,Dual Core,270.62
954,Lenovo,Notebook,15.6,2.3,8,SSD,256,Intel HD Graphics 520,2.3,i5,1349.0
955,Dell,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.68,i5,889.0
956,Asus,Notebook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.4,i5,1150.0
957,HP,Ultrabook,13.3,2.7,8,SSD,256,Intel HD Graphics 620,1.11,i7,1349.0
958,Acer,Notebook,15.6,1.1,4,HDD,500,Intel HD Graphics 505,2.4,Quad Core,380.0
959,Asus,Gaming,15.6,2.8,16,SSD,256,Nvidia GeForce GTX 1050Ti,2.5,i7,1799.0
960,HP,Ultrabook,14.0,2.7,8,SSD,512,Intel HD Graphics 620,1.48,i7,2089.0
961,HP,Notebook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.34,i5,1189.0
962,Dell,Notebook,15.6,2.4,4,SSD,128,Intel HD Graphics 620,2.18,i3,547.0
963,HP,Notebook,14.0,2.5,4,HDD,500,Intel HD Graphics 620,1.64,i5,779.0
964,Toshiba,Notebook,13.3,2.3,4,SSD,128,Intel HD Graphics 520,1.2,i5,1195.0
965,HP,Notebook,14.0,2.4,4,SSD,256,Intel HD Graphics 520,1.48,i5,1099.99
966,HP,Notebook,14.0,2.5,4,SSD,256,Intel HD Graphics 620,1.95,i5,1205.0
967,HP,Ultrabook,14.0,2.6,8,SSD,256,Intel HD Graphics 520,1.43,i7,1449.0
968,HP,Notebook,14.0,2.5,8,SSD,256,Nvidia GeForce 930MX,1.64,i5,1049.26
969,HP,Notebook,14.0,2.4,4,HDD,500,Intel HD Graphics 620,1.64,i3,684.0
970,Dell,Gaming,15.6,2.5,8,Hybrid,1000,Nvidia GeForce GTX 1050,2.65,i5,949.0
971,HP,Ultrabook,12.5,2.5,4,HDD,500,Intel HD Graphics 620,1.26,i5,1539.0
972,HP,Notebook,14.0,2.5,4,SSD,256,Intel HD Graphics 620,1.48,i5,1590.0
973,HP,Ultrabook,14.0,2.5,8,SSD,256,Intel HD Graphics 520,1.54,i7,1887.21
974,HP,Notebook,13.3,2.4,4,HDD,500,Intel HD Graphics 620,1.49,i3,800.0
975,Toshiba,Notebook,13.3,2.3,8,SSD,256,Intel HD Graphics 520,1.5,i5,1210.0
976,HP,Notebook,15.6,2.4,4,SSD,256,Intel HD Graphics 620,2.04,i3,769.99
977,Lenovo,Notebook,17.3,2.7,16,SSD,512,Nvidia Quadro 3000M,2.4,i7,2821.2
978,Toshiba,Notebook,14.0,2.3,8,SSD,256,Intel HD Graphics 520,1.47,i5,1490.0
979,HP,Notebook,14.0,2.5,8,SSD,256,Intel HD Graphics 520,1.43,i7,2229.0
980,Dell,2 in 1 Convertible,15.6,2.3,4,HDD,1000,Intel HD Graphics 520,2.08,i3,795.99
981,Toshiba,Ultrabook,13.3,2.3,8,SSD,256,Intel HD Graphics 520,1.2,i5,1590.0
982,HP,Notebook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.11,i5,1149.0
983,HP,Notebook,14.0,2.7,8,SSD,256,Nvidia GeForce 930MX,1.64,i7,1185.43
984,Dell,Notebook,15.6,2.4,8,HDD,500,Intel HD Graphics 520,2.09,i5,1046.44
985,HP,Ultrabook,12.5,2.5,4,SSD,256,Intel HD Graphics 620,1.26,i5,1559.0
986,HP,Notebook,14.0,2.5,4,HDD,500,Intel HD Graphics 620,2.31,i5,1189.0
987,HP,Notebook,14.0,2.5,4,HDD,500,Intel HD Graphics 620,1.95,i5,1060.0
988,Dell,Ultrabook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.29,i5,1624.0
989,HP,Notebook,17.3,2.5,8,SSD,256,Nvidia GeForce 930MX,2.63,i5,1080.0
990,HP,Notebook,14.0,2.5,4,SSD,256,Intel HD Graphics 620,1.64,i5,973.0
991,Acer,Notebook,15.6,3.0,6,HDD,1000,AMD Radeon R5,2.1,9420,409.0
992,MSI,Gaming,17.3,2.8,8,SSD,128,Nvidia GeForce GTX 1050,2.7,i7,1191.8
993,HP,Notebook,14.0,2.3,8,SSD,256,Intel HD Graphics 520,1.95,i5,1195.0
994,HP,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 520,1.84,i7,1228.99
995,HP,Ultrabook,12.5,2.5,8,SSD,256,Intel HD Graphics 520,1.26,i7,1349.0
996,HP,Notebook,15.6,2.5,4,HDD,500,Intel HD Graphics 620,2.04,i5,742.0
997,Toshiba,Ultrabook,14.0,2.6,8,SSD,256,Intel HD Graphics 520,1.47,i7,1725.0
998,Dell,Notebook,15.6,2.4,8,SSD,256,Intel HD Graphics 520,2.09,i5,1062.95
999,HP,Notebook,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.64,i5,1010.51
1000,Lenovo,2 in 1 Convertible,15.6,2.5,4,SSD,256,Intel HD Graphics 520,1.8,i7,847.0
1001,Vero,Notebook,14.0,1.44,2,Flash Storage,32,Intel HD Graphics 400,1.45,X5-Z8350,210.8
1002,Toshiba,Notebook,15.6,2.5,16,SSD,256,Nvidia GeForce 930M,2.4,i7,1425.0
1003,Lenovo,Notebook,15.6,2.3,8,SSD,256,Intel HD Graphics 520,2.3,i5,1049.6
1004,HP,Notebook,14.0,2.3,4,HDD,500,Intel HD Graphics 520,1.54,i5,1000.0
1005,HP,Notebook,15.6,2.4,8,SSD,256,Intel HD Graphics 520,1.84,i5,2103.34
1006,HP,Notebook,14.0,2.3,8,SSD,256,Intel HD Graphics 520,1.43,i5,1469.0
1007,MSI,Gaming,17.3,2.7,16,SSD,256,Nvidia GeForce GTX 980M,3.78,i7,1545.64
1008,Lenovo,Gaming,17.3,2.6,16,SSD,128,Nvidia GeForce GTX 980M,4.6,i7,2289.99
1009,Asus,Netbook,11.6,1.6,4,Flash Storage,16,Intel HD Graphics 400,1.2,Dual Core,287.9
1010,Lenovo,Notebook,14.0,2.6,16,SSD,256,Intel HD Graphics 520,1.1,i7,2620.0
1011,HP,Notebook,15.6,2.7,8,HDD,1000,Nvidia GeForce 940MX,1.91,i7,979.0
1012,Dell,2 in 1 Convertible,15.6,2.7,8,SSD,256,Intel HD Graphics 620,2.3,i5,1094.0
1013,HP,Notebook,15.6,2.5,4,SSD,256,Intel HD Graphics 620,2.04,i5,979.0
1014,HP,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,2.31,i3,705.15
1015,HP,Notebook,15.6,2.5,4,HDD,500,Intel HD Graphics 620,1.96,i5,499.0
1016,Acer,Notebook,15.6,2.2,8,HDD,1000,AMD Radeon R5,2.4,i7410,449.0
1017,Dell,2 in 1 Convertible,13.3,2.7,12,SSD,256,Intel HD Graphics 620,1.6,i7,1299.0
1018,MSI,Gaming,15.6,2.6,16,SSD,256,Nvidia GeForce GTX 1060,2.94,i7,1819.0
1019,HP,Notebook,15.6,2.7,8,SSD,256,Intel HD Graphics 620,2.04,i7,1070.0
1020,Asus,Gaming,17.3,2.6,16,HDD,1000,Nvidia GeForce GTX 965M,4,i7,998.0
1021,Dell,Notebook,15.6,2.5,4,HDD,1000,Intel HD Graphics,2.25,i5,559.0
1022,Dell,Notebook,15.6,2.7,16,HDD,2000,AMD Radeon R7 M445,2.32,i7,989.99
1023,MSI,Gaming,15.6,2.6,16,SSD,256,Nvidia GeForce GTX 1060,1.8,i7,1929.0
1024,Dell,Ultrabook,13.3,2.7,8,SSD,256,Intel HD Graphics 620,1.29,i7,1458.0
1025,Asus,Gaming,17.3,2.7,64,SSD,1000,Nvidia GeForce GTX 980M,3.58,i7,2821.2
1026,Dell,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel HD Graphics 520,1.62,i7,798.01
1027,Dell,Gaming,15.6,2.6,16,SSD,256,Nvidia GeForce GTX 970M,3.21,i7,1329.0
1028,Apple,Ultrabook,12.0,1.1,8,Flash Storage,256,Intel HD Graphics 515,0.920,M,1300.0
1029,Dell,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,2.06,i3,481.98
1030,HP,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,2.31,i5,1199.0
1031,HP,Ultrabook,12.5,2.3,8,SSD,256,Intel HD Graphics 520,1.26,i5,1199.0
1032,HP,Notebook,13.3,2.7,8,SSD,256,Intel HD Graphics 620,1.49,i7,1090.0
1033,Lenovo,Ultrabook,12.5,2.5,8,SSD,256,Intel HD Graphics 520,1.3,i7,1713.49
1034,Lenovo,Notebook,17.3,2.3,8,HDD,1000,AMD Radeon R5 M330,3.0,i5,659.0
1035,Lenovo,Notebook,15.6,2.3,4,HDD,1000,Nvidia GeForce GTX 950M,2.3,i5,977.0
1036,MSI,Gaming,17.3,2.8,16,SSD,256,Nvidia GeForce GTX 1070,3.78,i7,2499.0
1037,Lenovo,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,2.1,i5,540.0
1038,HP,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,2.31,i5,940.0
1039,Lenovo,Ultrabook,12.5,1.2,8,SSD,512,Intel HD Graphics 515,0.99,M,1399.0
1040,Lenovo,Gaming,17.3,2.7,32,SSD,512,Nvidia GeForce GTX 980M,4.6,i7,2821.2
1041,Lenovo,2 in 1 Convertible,10.1,1.44,4,Flash Storage,64,Intel HD Graphics 400,0.69,x5-Z8550,646.27
1042,HP,Ultrabook,13.3,2.7,16,SSD,512,Intel HD Graphics 620,1.3,i7,2049.0
1043,Dell,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 620,2.18,i5,750.0
